Inbred line,Accesion N,N GBS samples,N Plants,Avg. IBS,% missing,Breeding program,Pop structure,Complete_name,Kernel color,S6_82170011,S6_82170814,S6_82170859,S6_82170897,S6_82170900,S6_82170957,S6_82171038,S6_82174349,S6_82174376,S6_82174378,S6_82176123,S6_82185767,S6_82185973,S6_82186654,S6_82186661,S6_82217770,S6_82217918,S6_82218018,S6_82218044,S6_82218219,S6_82243856,S6_82243861,S6_82243874,S6_82243883
AusTRCF306282,NSL437968,1,1,,0.63,Australia,unclassified,NSL437968:81FE7ABXX:1:B9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306285,NSL437971,1,1,,0.59,Australia,unclassified,NSL437971:81FENABXX:4:C5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306286,NSL437972,1,1,,0.58,Australia,unclassified,NSL437972:81FE7ABXX:3:G1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306287,NSL437973,1,1,,0.52,Australia,unclassified,NSL437973:81FE7ABXX:3:H2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306290,NSL437976,1,1,,0.61,Australia,unclassified,NSL437976:81FE7ABXX:2:E5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306293,NSL437979,1,1,,0.62,Australia,unclassified,NSL437979:81FENABXX:6:C3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306294,NSL437980,1,1,,0.77,Australia,unclassified,NSL437980:81FE7ABXX:3:B1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306295,NSL437981,1,1,,0.46,Australia,unclassified,NSL437981:81FENABXX:4:F9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306296,NSL437982,1,1,,0.63,Australia,unclassified,NSL437982:81FENABXX:4:D3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306297,NSL437983,1,1,,0.55,Australia,unclassified,NSL437983:81FENABXX:5:C3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306302,NSL437988,1,1,,0.42,Australia,unclassified,NSL437988:81FE7ABXX:1:E9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306303,NSL437989,1,1,,0.51,Australia,unclassified,NSL437989:81FENABXX:5:C10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306304,NSL437990,1,1,,0.49,Australia,unclassified,NSL437990:81FENABXX:5:F12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306306,NSL437992,1,1,,0.65,Australia,unclassified,NSL437992:81FENABXX:6:D2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306307,NSL437993,1,1,,0.52,Australia,unclassified,NSL437993:81FENABXX:4:D10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306308,NSL437994,1,1,,0.43,Australia,unclassified,NSL437994:81FENABXX:3:G10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306309,NSL437995,1,1,,0.45,Australia,unclassified,NSL437995:81FENABXX:4:B11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306310,NSL437996,1,1,,0.58,Australia,unclassified,NSL437996:81FENABXX:4:D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306312,NSL437998,1,1,,0.51,Australia,unclassified,NSL437998:81FENABXX:4:F4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306316,NSL438002,1,1,,0.57,Australia,unclassified,NSL438002:81FENABXX:4:F8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306321,NSL438007,1,1,,0.69,Australia,unclassified,NSL438007:81FE7ABXX:1:G3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306322,NSL438008,1,1,,0.47,Australia,unclassified,NSL438008:81FE7ABXX:1:H9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306323,NSL438009,1,1,,0.57,Australia,unclassified,NSL438009:81FE7ABXX:1:G9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306324,NSL438010,1,1,,0.41,Australia,unclassified,NSL438010:81FE7ABXX:3:A5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306327,NSL438013,1,1,,0.47,Australia,unclassified,NSL438013:81FE7ABXX:1:G11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306336,NSL438022,1,1,,0.53,Australia,unclassified,NSL438022:81FE7ABXX:2:E9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306343,NSL438029,1,1,,0.53,Australia,unclassified,NSL438029:81FE7ABXX:1:C1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306344,NSL438030,1,1,,0.51,Australia,unclassified,NSL438030:81FE7ABXX:1:D9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306345,NSL438031,1,1,,0.68,Australia,unclassified,NSL438031:81FE7ABXX:3:F1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306347,NSL438033,1,1,,0.41,Australia,unclassified,NSL438033:81FENABXX:5:E11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306348,NSL438034,1,1,,0.54,Australia,unclassified,NSL438034:81FENABXX:4:A4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306350,NSL438036,1,1,,0.58,Australia,unclassified,NSL438036:81FE7ABXX:1:H5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306352,NSL438038,1,1,,0.57,Australia,unclassified,NSL438038:81FE7ABXX:2:A10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306353,NSL438039,1,1,,0.64,Australia,unclassified,NSL438039:81FENABXX:5:F6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306354,NSL438040,1,1,,0.55,Australia,unclassified,NSL438040:81FENABXX:4:A3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306355,NSL438041,1,1,,0.68,Australia,unclassified,NSL438041:81FE7ABXX:2:G2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AusTRCF306356,NSL438042,1,1,,0.38,Australia,unclassified,NSL438042:81FE7ABXX:2:A12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B06,NSL65862,1,1,,0.86,Other,unclassified,NSL65862:D0D0BACXX:3:F4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B100,PI584529,1,1,,0.6,Iowa,non-stiff stalk,PI584529:81FENABXX:6:A3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B101,PI564852,1,1,,0.62,Iowa,unclassified,PI564852:81FENABXX:5:G3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B102,PI594045,1,1,,0.5,Iowa,non-stiff stalk,PI594045:81FENABXX:2:H10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B107,PI597925,1,1,,0.64,Iowa,non-stiff stalk,PI597925:81FE7ABXX:3:H5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B108,PI597926,1,1,,0.77,Iowa,non-stiff stalk,PI597926:81FE7ABXX:1:E3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B110,PI607381,1,1,,0.64,Iowa,unclassified,PI607381:81FE7ABXX:3:D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B113,PI607383,1,1,,0.41,Iowa,unclassified,PI607383:81FE7ABXX:3:G12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B114,PI607384,1,1,,0.59,Iowa,non-stiff stalk,PI607384:81FE7ABXX:2:C3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B117,PI634211,1,1,,0.53,Iowa,non-stiff stalk,PI634211:81N4HABXX:7:H5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B118,PI634212,1,1,,0.53,Iowa,non-stiff stalk,PI634212:81FE7ABXX:3:E12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B119,PI634213,1,1,,0.47,Iowa,stiff stalk,PI634213:81FE7ABXX:5:H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B121,PI634215,1,1,,0.62,Iowa,stiff stalk,PI634215:81FE7ABXX:6:C3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B14,NSL65866,2,2,0.998,0.44,Iowa,stiff stalk,NSL65866:81FE7ABXX:5:H4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B-16INBR.FR.SUPERGOLD,PI340847,1,1,,0.71,Iowa,popcorn,PI340847:81FE7ABXX:1:G6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B21,NSL65868,1,1,,0.64,Iowa,unclassified,NSL65868:81FENABXX:2:C3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B38,NSL65869,1,1,,0.85,Other,unclassified,NSL65869:D0D0BACXX:3:F7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B42,PI603939,1,1,,0.43,Iowa,non-stiff stalk,PI603939:81FE7ABXX:3:B12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B47,PI601009,6,1,0.998,0.32,ExPVP,stiff stalk,PI601009:81FE8ABXX:1:G7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B49,PI550443,1,1,,0.63,Iowa,unclassified,PI550443:81FE7ABXX:2:A1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B54,PI550470,2,2,0.998,0.57,Iowa,unclassified,PI550470:81FE7ABXX:5:C7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B55,PI608764,1,1,,0.49,Iowa,unclassified,PI608764:81FENABXX:4:C9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B56,PI550471,1,1,,0.48,Iowa,unclassified,PI550471:81FE7ABXX:2:D8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B65,PI550463,1,1,,0.71,Iowa,stiff stalk,PI550463:81FE7ABXX:2:F5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B7,NSL65863,1,1,,0.6,Iowa,unclassified,NSL65863:81FENABXX:1:A2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B73HT,Ames8397,1,1,,0.56,Iowa,stiff stalk,Ames8397:81FE7ABXX:5:G6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B8,NSL65864,1,1,,0.65,Iowa,unclassified,NSL65864:81FENABXX:6:B3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B84+/su,Ames26763,1,1,,0.55,Wisconsin,stiff stalk,Ames26763:81FE7ABXX:2:F2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B87,PI608768,2,2,0.996,0.44,Iowa,unclassified,PI608768:81FENABXX:3:E8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B88,PI550556,1,1,,0.57,Iowa,unclassified,PI550556:81FENABXX:4:H2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B89,PI509542,1,1,,0.43,Iowa,stiff stalk,PI509542:81FENABXX:5:G12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B92,PI539870,1,1,,0.59,Iowa,non-stiff stalk,PI539870:81FE8ABXX:1:C1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B93,PI539871,6,1,0.998,0.33,Iowa,non-stiff stalk,PI539871:81FE8ABXX:6:D10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B94,PI539872,1,1,,0.61,Iowa,stiff stalk,PI539872:81FENABXX:5:C1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B96,PI270297,1,1,,0.59,Argentina,unclassified,PI270297:81FE7ABXX:2:D12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
B98,PI564683,1,1,,0.5,Iowa,unclassified,PI564683:81FENABXX:5:B12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BCC03,PI544065,1,1,,0.83,ExPVP,unclassified,PI544065:D0D0BACXX:3:E8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BO385Y,PI591014,1,1,,0.83,South Africa,unclassified,PI591014:D0D0BACXX:4:C7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BO394Y,PI591015,1,1,,0.8,South Africa,unclassified,PI591015:D0D0BACXX:4:A10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BO46W,PI591022,1,1,,0.89,South Africa,unclassified,PI591022:D0D0BACXX:4:D11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BO9,PI601007,1,1,,0.33,Other,unclassified,PI601007:81FE8ABXX:4:A12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BR-28INBR.FR.YEL.PEARL,PI340861,6,1,0.949,0.31,Other,unclassified,PI340861:81FENABXX:5:C5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C102,NSL22983,1,1,,0.52,Other,non-stiff stalk,NSL22983:81FENABXX:1:F9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C12-1,Ames22015,2,2,0.998,0.54,Other,sweet corn,Ames22015:81FE7ABXX:4:B8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C13,PI587126,1,1,,0.64,Other,sweet corn,PI587126:81FENABXX:6:G9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C14,NSL42874,1,1,,0.48,Other,unclassified,NSL42874:81FE8ABXX:1:A7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C15,Ames22016,1,1,,0.62,Other,sweet corn,Ames22016:81FE8ABXX:1:G1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C18,Ames22017,1,1,,0.63,Other,sweet corn,Ames22017:81FE8ABXX:1:C10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C22,Ames22018,1,1,,0.53,Other,sweet corn,Ames22018:81N4HABXX:6:F8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C27,Ames22019,1,1,,0.49,Other,sweet corn,Ames22019:81N4HABXX:5:H11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C3,Ames26812,1,1,,0.63,Other,sweet corn,Ames26812:81N4HABXX:1:F4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C30,Ames26815,1,1,,0.86,Other,sweet corn,Ames26815:D0D0BACXX:3:D2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C31,Ames22020,1,1,,0.63,Other,sweet corn,Ames22020:81N4HABXX:6:G3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C38,Ames22021,1,1,,0.46,Other,sweet corn,Ames22021:81N4HABXX:5:G10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C40,Ames22022,1,1,,0.54,Other,sweet corn,Ames22022:81FE8ABXX:1:H8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C410-1F11INBREDHOTNOTCROSSES,PI221820,1,1,,0.54,South Africa,unclassified,PI221820:81FE7ABXX:6:B6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C42,Ames23507,1,1,,0.56,Other,sweet corn,Ames23507:81N4HABXX:7:E12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C49,Ames28290,1,1,,0.65,Other,unclassified,Ames28290:81FENABXX:3:F5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C5,Ames26813,1,1,,0.74,Other,sweet corn,Ames26813:81N4HABXX:6:A1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C5Ark1956,Ames22011,1,1,,0.62,Other,sweet corn,Ames22011:81FENABXX:5:D3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C68,Ames22023,1,1,,0.66,Other,sweet corn,Ames22023:81FE8ABXX:1:G4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C7,Ames22012,1,1,,0.42,Other,sweet corn,Ames22012:81FE7ABXX:1:H12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C70,PI550923,1,1,,0.52,Other,tropical,PI550923:81N4HABXX:4:H8,0,0.909,0.909,1,0,1,1,0.909,1,1,1,1,0.909,0.909,0.909,0.909,0.909,0.909,1,1,1,0.909,0.909,0.909,0.909
C7e,Ames22013,1,1,,0.54,Other,sweet corn,Ames22013:81FENABXX:5:C12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C8pseudo,Ames22014,1,1,,0.53,Other,sweet corn,Ames22014:81FE7ABXX:1:F9,1,0.89,0.89,1,0,1,1,0.89,0.89,0.89,0.89,1,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,1,1,1,1
C90,Ames22024,1,1,,0.61,Other,sweet corn,Ames22024:81N4HABXX:5:F10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CA-4,PI340836,1,1,,0.53,Other,unclassified,PI340836:81FE7ABXX:4:H4,0,0.902,1,1,0,1,0.902,0.902,1,1,1,1,1,0.902,0.902,0.902,0.902,1,0.902,0.902,0.902,0.902,0.902,0.902,0.902
CA-53INBR.FR.YELPEARL,PI340865,1,1,,0.73,Other,popcorn,PI340865:81FE7ABXX:5:E7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG10,Ames24585,1,1,,0.65,Ontario,unclassified,Ames24585:81FENABXX:6:B5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CH157,Ames22441,1,1,,0.65,Ontario,unclassified,Ames22441:81FE8ABXX:4:A1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CH711-10,Ames27018,1,1,,0.61,Ontario,unclassified,Ames27018:81N4HABXX:5:F5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CH732-12,Ames27019,1,1,,0.48,Ontario,unclassified,Ames27019:81FE8ABXX:5:E11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CH741-6,Ames27020,1,1,,0.59,Ontario,unclassified,Ames27020:81FE8ABXX:6:B6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CH753-4,Ames27021,1,1,,0.45,Ontario,unclassified,Ames27021:81FE8ABXX:5:G12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHAN11INBRED,PI405705,6,1,0.991,0.3,China,unclassified,PI405705:81FENABXX:2:D12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHI-41,PI391660,2,2,0.936,0.37,China,unclassified,PI391660:81FE7ABXX:5:F9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHI-503,PI391667,1,1,,0.61,China,unclassified,PI391667:81FENABXX:2:F6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI1,Ames26114,1,1,,0.69,Other,unclassified,Ames26114:81FE7ABXX:3:G3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI11B,Ames26118,1,1,,0.51,Other,unclassified,Ames26118:81FENABXX:5:A12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI12,Ames28949,1,1,,0.42,Other,unclassified,Ames28949:81FE7ABXX:2:A11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI127,CIze127,1,1,,0.69,Other,unclassified,CIze127:81FE7ABXX:1:E2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI19,Ames26119,1,1,,0.63,Other,unclassified,Ames26119:81FENABXX:5:D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI2,Ames26115,1,1,,0.63,Other,unclassified,Ames26115:81FENABXX:5:G2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI20,Ames26120,1,1,,0.61,Other,unclassified,Ames26120:81FENABXX:3:D10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI23,CIze23,1,1,,0.64,Other,unclassified,CIze23:81FENABXX:4:G6,0,0.902,1,1,0,1,0.902,1,1,1,1,1,0.902,0.902,0.902,0.902,0.902,1,0.902,0.902,0.902,0.902,0.902,0.902,0.902
CI24,Ames28950,1,1,,0.54,Other,unclassified,Ames28950:81FE7ABXX:2:H10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI27,CIze27,1,1,,0.61,Other,unclassified,CIze27:81FE7ABXX:2:E1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI28,Ames26121,1,1,,0.57,Other,unclassified,Ames26121:81FENABXX:4:F2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI28B,Ames26122,1,1,,0.51,Other,unclassified,Ames26122:81FE7ABXX:1:H3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI28C,Ames26123,1,1,,0.78,Other,unclassified,Ames26123:81FE7ABXX:2:D3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI29B,CIze29,1,1,,0.72,Other,unclassified,CIze29:81FE7ABXX:2:G6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI3,CIze3,1,1,,0.7,Other,unclassified,CIze3:81FE7ABXX:2:E7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI30,Ames26124,1,1,,0.61,Other,unclassified,Ames26124:81FE7ABXX:1:B5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI31,Ames26125,1,1,,0.49,Other,unclassified,Ames26125:81FENABXX:3:H11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI317B,CIze317,1,1,,0.67,Other,unclassified,CIze317:81FE7ABXX:2:F6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI32,Ames26126,1,1,,0.57,Other,unclassified,Ames26126:81FE7ABXX:2:G9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI34,Ames26127,1,1,,0.59,Other,unclassified,Ames26127:81FE7ABXX:2:G4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI38B,CIze38,1,1,,0.49,Other,unclassified,CIze38:81FE7ABXX:2:A9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI40A,CIze40,1,1,,0.7,Other,unclassified,CIze40:81FENABXX:4:E3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI41,Ames26129,1,1,,0.68,Other,unclassified,Ames26129:81FE7ABXX:1:E7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CI42A,CIze42,1,1,,0.56,Other,unclassified,CIze42:81FENABXX:4:C3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
